tracking_id,route_type,event_time,pickup_time,delivery_time,on_time,location_id,courier_id,status,delay_reason
l00215,last_mile,2025-07-27,2025-07-27 10:50:00,2025-07-29 05:50:00,1,LA_Hub,Courier_B,failed,
l00216,last_mile,2025-08-04,2025-08-04 10:31:00,2025-08-07 07:31:00,1,DAL_Hub,Courier_A,failed,
l00217,last_mile,2025-07-06,2025-07-06 07:23:00,2025-07-06 08:23:00,1,NYC_Hub,Courier_B,failed,
l00218,last_mile,2025-07-08,2025-07-08 06:58:00,2025-07-10 03:58:00,0,LA_Hub,Courier_B,failed,Weather
l00219,last_mile,2025-08-05,2025-08-05 09:15:00,2025-08-06 12:15:00,1,NYC_Hub,Courier_C,in_transit,
l00220,last_mile,2025-07-10,2025-07-10 09:46:00,2025-07-10 13:46:00,0,CHI_Hub,Courier_A,picked_up,Address issue
l00221,last_mile,2025-07-05,2025-07-05 09:53:00,2025-07-06 06:53:00,1,LA_Hub,Courier_B,in_transit,
l00222,last_mile,2025-07-16,2025-07-16 06:00:00,2025-07-18 12:00:00,1,LA_Hub,Courier_B,in_transit,
l00223,last_mile,2025-07-31,2025-07-31 09:46:00,2025-08-02 05:46:00,0,NYC_Hub,Courier_B,picked_up,Weather
l00224,last_mile,2025-07-04,2025-07-04 11:02:00,2025-07-05 10:02:00,1,NYC_Hub,Courier_B,failed,
l00225,last_mile,2025-08-05,2025-08-05 11:53:00,2025-08-06 21:53:00,0,LA_Hub,Courier_B,in_transit,Customer not available
l00226,last_mile,2025-07-06,2025-07-06 10:24:00,2025-07-07 03:24:00,1,DAL_Hub,Courier_C,picked_up,
l00227,last_mile,2025-07-26,2025-07-26 07:52:00,2025-07-29 07:52:00,1,DAL_Hub,Courier_B,delivered,
l00228,last_mile,2025-07-25,2025-07-25 07:03:00,2025-07-27 07:03:00,0,LA_Hub,Courier_B,picked_up,
l00229,last_mile,2025-07-05,2025-07-05 08:38:00,2025-07-07 03:38:00,1,LA_Hub,Courier_B,in_transit,
l00230,last_mile,2025-07-05,2025-07-05 07:38:00,2025-07-05 09:38:00,0,LA_Hub,Courier_C,in_transit,
l00231,last_mile,2025-07-16,2025-07-16 08:05:00,2025-07-16 14:05:00,0,NYC_Hub,Courier_A,delivered,
l00232,last_mile,2025-07-20,2025-07-20 06:22:00,2025-07-21 19:22:00,0,SEA_Hub,Courier_A,delivered,Traffic
l00233,last_mile,2025-07-23,2025-07-23 07:44:00,2025-07-23 20:44:00,0,DAL_Hub,Courier_C,picked_up,Address issue
l00234,last_mile,2025-07-10,2025-07-10 06:37:00,2025-07-12 07:37:00,0,SEA_Hub,Courier_A,delivered,Weather
l00235,last_mile,2025-07-10,2025-07-10 11:29:00,2025-07-10 22:29:00,1,LA_Hub,Courier_A,in_transit,
l00236,last_mile,2025-08-02,2025-08-02 10:46:00,2025-08-05 05:46:00,0,DAL_Hub,Courier_A,delivered,Customer not available
l00237,last_mile,2025-07-24,2025-07-24 10:54:00,2025-07-26 18:54:00,1,DAL_Hub,Courier_A,in_transit,
l00238,last_mile,2025-07-10,2025-07-10 10:40:00,2025-07-13 02:40:00,1,NYC_Hub,Courier_A,delivered,
l00239,last_mile,2025-08-01,2025-08-01 06:29:00,2025-08-02 23:29:00,1,CHI_Hub,Courier_A,picked_up,
l00240,last_mile,2025-08-06,2025-08-06 08:22:00,2025-08-06 20:22:00,1,LA_Hub,Courier_C,failed,
l00241,last_mile,2025-07-31,2025-07-31 08:48:00,2025-08-02 17:48:00,1,NYC_Hub,Courier_C,failed,
l00242,last_mile,2025-07-24,2025-07-24 12:18:00,2025-07-26 16:18:00,0,SEA_Hub,Courier_C,in_transit,Traffic
l00243,last_mile,2025-07-24,2025-07-24 10:54:00,2025-07-26 03:54:00,0,NYC_Hub,Courier_C,failed,Address issue
l00244,last_mile,2025-07-29,2025-07-29 08:56:00,2025-07-29 14:56:00,1,LA_Hub,Courier_C,picked_up,
l00245,last_mile,2025-07-07,2025-07-07 08:24:00,2025-07-08 05:24:00,0,NYC_Hub,Courier_A,failed,Traffic
l00246,last_mile,2025-07-06,2025-07-06 08:29:00,2025-07-08 20:29:00,0,NYC_Hub,Courier_A,in_transit,
l00247,last_mile,2025-07-26,2025-07-26 12:27:00,2025-07-27 14:27:00,0,CHI_Hub,Courier_A,delivered,Customer not available
l00248,last_mile,2025-08-01,2025-08-01 07:44:00,2025-08-03 20:44:00,1,CHI_Hub,Courier_B,picked_up,
l00249,last_mile,2025-07-31,2025-07-31 07:40:00,2025-08-01 11:40:00,0,SEA_Hub,Courier_A,failed,
l00250,last_mile,2025-07-24,2025-07-24 12:27:00,2025-07-27 01:27:00,1,NYC_Hub,Courier_A,picked_up,
l00251,last_mile,2025-07-18,2025-07-18 08:40:00,2025-07-19 07:40:00,1,LA_Hub,Courier_A,delivered,
l00252,last_mile,2025-07-06,2025-07-06 08:55:00,2025-07-08 18:55:00,0,SEA_Hub,Courier_A,delivered,Weather
l00253,last_mile,2025-07-04,2025-07-04 06:57:00,2025-07-06 13:57:00,0,CHI_Hub,Courier_A,in_transit,Customer not available
l00254,last_mile,2025-07-27,2025-07-27 09:30:00,2025-07-30 06:30:00,1,DAL_Hub,Courier_B,failed,
l00255,last_mile,2025-08-05,2025-08-05 12:57:00,2025-08-06 14:57:00,1,SEA_Hub,Courier_C,in_transit,
l00256,last_mile,2025-07-21,2025-07-21 06:09:00,2025-07-23 17:09:00,1,DAL_Hub,Courier_B,picked_up,
l00257,last_mile,2025-07-17,2025-07-17 10:46:00,2025-07-17 11:46:00,0,LA_Hub,Courier_C,failed,Address issue
l00258,last_mile,2025-07-07,2025-07-07 06:13:00,2025-07-08 07:13:00,0,SEA_Hub,Courier_A,failed,Weather
l00259,last_mile,2025-07-23,2025-07-23 07:12:00,2025-07-23 09:12:00,0,CHI_Hub,Courier_A,delivered,Customer not available
l00260,last_mile,2025-08-02,2025-08-02 12:55:00,2025-08-03 04:55:00,0,DAL_Hub,Courier_B,failed,Customer not available
l00261,last_mile,2025-07-23,2025-07-23 12:34:00,2025-07-25 19:34:00,0,NYC_Hub,Courier_A,failed,Traffic
l00262,last_mile,2025-07-24,2025-07-24 07:35:00,2025-07-25 04:35:00,0,DAL_Hub,Courier_B,failed,Customer not available
l00263,last_mile,2025-07-07,2025-07-07 06:51:00,2025-07-07 20:51:00,1,NYC_Hub,Courier_C,failed,
l00264,last_mile,2025-08-01,2025-08-01 11:48:00,2025-08-04 09:48:00,1,DAL_Hub,Courier_C,picked_up,
l00265,last_mile,2025-07-27,2025-07-27 07:14:00,2025-07-29 18:14:00,0,NYC_Hub,Courier_A,failed,
l00266,last_mile,2025-07-23,2025-07-23 12:58:00,2025-07-26 00:58:00,0,DAL_Hub,Courier_A,delivered,Weather
l00267,last_mile,2025-08-02,2025-08-02 08:17:00,2025-08-03 18:17:00,0,DAL_Hub,Courier_C,in_transit,
l00268,last_mile,2025-07-27,2025-07-27 06:00:00,2025-07-27 10:00:00,1,CHI_Hub,Courier_C,delivered,
l00269,last_mile,2025-07-11,2025-07-11 10:27:00,2025-07-12 17:27:00,0,LA_Hub,Courier_C,failed,
l00270,last_mile,2025-08-06,2025-08-06 09:08:00,2025-08-08 11:08:00,1,DAL_Hub,Courier_B,in_transit,
l00271,last_mile,2025-07-15,2025-07-15 06:45:00,2025-07-15 23:45:00,1,SEA_Hub,Courier_B,delivered,
l00272,last_mile,2025-07-21,2025-07-21 07:05:00,2025-07-21 19:05:00,1,DAL_Hub,Courier_A,in_transit,
l00273,last_mile,2025-08-04,2025-08-04 06:36:00,2025-08-06 07:36:00,1,LA_Hub,Courier_B,delivered,
l00274,last_mile,2025-07-16,2025-07-16 11:57:00,2025-07-17 16:57:00,0,LA_Hub,Courier_C,in_transit,Traffic
l00275,last_mile,2025-07-17,2025-07-17 11:03:00,2025-07-18 23:03:00,1,LA_Hub,Courier_C,picked_up,
l00276,last_mile,2025-07-08,2025-07-08 09:59:00,2025-07-09 01:59:00,1,LA_Hub,Courier_B,delivered,
l00277,last_mile,2025-07-06,2025-07-06 06:31:00,2025-07-08 05:31:00,1,DAL_Hub,Courier_A,failed,
l00278,last_mile,2025-07-27,2025-07-27 06:31:00,2025-07-27 16:31:00,1,DAL_Hub,Courier_B,delivered,
l00279,last_mile,2025-07-11,2025-07-11 07:19:00,2025-07-11 09:19:00,1,SEA_Hub,Courier_C,picked_up,
l00280,last_mile,2025-07-22,2025-07-22 08:30:00,2025-07-25 06:30:00,1,LA_Hub,Courier_C,delivered,
l00281,last_mile,2025-07-13,2025-07-13 10:01:00,2025-07-16 07:01:00,1,SEA_Hub,Courier_C,in_transit,
l00282,last_mile,2025-07-24,2025-07-24 06:57:00,2025-07-25 10:57:00,1,CHI_Hub,Courier_A,in_transit,
l00283,last_mile,2025-07-09,2025-07-09 08:17:00,2025-07-11 22:17:00,1,NYC_Hub,Courier_B,delivered,
l00284,last_mile,2025-08-01,2025-08-01 09:32:00,2025-08-03 13:32:00,1,CHI_Hub,Courier_A,in_transit,
l00285,last_mile,2025-07-26,2025-07-26 06:37:00,2025-07-27 22:37:00,1,LA_Hub,Courier_C,failed,
l00286,last_mile,2025-07-29,2025-07-29 09:38:00,2025-07-30 20:38:00,0,SEA_Hub,Courier_A,failed,Traffic
l00287,last_mile,2025-07-13,2025-07-13 10:22:00,2025-07-15 10:22:00,1,DAL_Hub,Courier_A,picked_up,
l00288,last_mile,2025-07-27,2025-07-27 08:38:00,2025-07-30 04:38:00,0,DAL_Hub,Courier_A,picked_up,Weather
l00289,last_mile,2025-07-21,2025-07-21 09:50:00,2025-07-22 09:50:00,0,LA_Hub,Courier_A,in_transit,Customer not available
l00290,last_mile,2025-07-24,2025-07-24 07:49:00,2025-07-26 00:49:00,1,NYC_Hub,Courier_B,picked_up,
l00291,last_mile,2025-07-14,2025-07-14 09:36:00,2025-07-16 03:36:00,1,SEA_Hub,Courier_A,failed,
l00292,last_mile,2025-07-14,2025-07-14 10:13:00,2025-07-15 00:13:00,0,SEA_Hub,Courier_C,picked_up,Address issue
l00293,last_mile,2025-07-27,2025-07-27 11:48:00,2025-07-29 19:48:00,0,CHI_Hub,Courier_A,in_transit,
l00294,last_mile,2025-08-01,2025-08-01 09:02:00,2025-08-02 21:02:00,0,NYC_Hub,Courier_A,failed,Weather
l00295,last_mile,2025-07-21,2025-07-21 10:24:00,2025-07-22 17:24:00,1,CHI_Hub,Courier_A,picked_up,
l00296,last_mile,2025-07-19,2025-07-19 07:53:00,2025-07-21 11:53:00,1,SEA_Hub,Courier_C,picked_up,
l00297,last_mile,2025-07-02,2025-07-02 06:30:00,2025-07-02 19:30:00,0,CHI_Hub,Courier_B,delivered,Customer not available
l00298,last_mile,2025-07-26,2025-07-26 06:35:00,2025-07-27 23:35:00,0,SEA_Hub,Courier_A,failed,Customer not available
l00299,last_mile,2025-07-30,2025-07-30 09:54:00,2025-07-31 01:54:00,0,SEA_Hub,Courier_A,picked_up,Weather
l00300,last_mile,2025-07-04,2025-07-04 12:00:00,2025-07-05 06:00:00,1,CHI_Hub,Courier_C,failed,
l00301,last_mile,2025-07-11,2025-07-11 06:12:00,2025-07-13 06:12:00,1,NYC_Hub,Courier_B,picked_up,
l00302,last_mile,2025-07-04,2025-07-04 08:04:00,2025-07-05 18:04:00,0,SEA_Hub,Courier_B,delivered,Weather
l00303,last_mile,2025-07-09,2025-07-09 10:29:00,2025-07-10 02:29:00,1,CHI_Hub,Courier_A,failed,
l00304,last_mile,2025-07-08,2025-07-08 10:33:00,2025-07-09 17:33:00,0,DAL_Hub,Courier_B,delivered,Traffic
l00305,last_mile,2025-07-15,2025-07-15 06:16:00,2025-07-16 20:16:00,1,CHI_Hub,Courier_C,in_transit,
l00306,last_mile,2025-07-05,2025-07-05 06:31:00,2025-07-05 14:31:00,1,NYC_Hub,Courier_C,in_transit,
l00307,last_mile,2025-07-25,2025-07-25 07:31:00,2025-07-25 21:31:00,0,LA_Hub,Courier_C,delivered,Customer not available
l00308,last_mile,2025-07-30,2025-07-30 11:09:00,2025-08-02 04:09:00,1,LA_Hub,Courier_A,delivered,
l00309,last_mile,2025-07-29,2025-07-29 12:39:00,2025-08-01 06:39:00,1,DAL_Hub,Courier_A,picked_up,
l00310,last_mile,2025-07-28,2025-07-28 07:43:00,2025-07-29 23:43:00,1,LA_Hub,Courier_B,picked_up,
l00311,last_mile,2025-07-16,2025-07-16 06:57:00,2025-07-18 17:57:00,1,CHI_Hub,Courier_A,failed,
l00312,last_mile,2025-07-23,2025-07-23 08:07:00,2025-07-26 07:07:00,1,CHI_Hub,Courier_B,in_transit,
l00313,last_mile,2025-07-26,2025-07-26 10:27:00,2025-07-29 04:27:00,0,NYC_Hub,Courier_B,delivered,Customer not available
l00314,last_mile,2025-07-07,2025-07-07 06:41:00,2025-07-09 07:41:00,0,LA_Hub,Courier_B,in_transit,Traffic
l00315,last_mile,2025-07-12,2025-07-12 10:17:00,2025-07-15 06:17:00,0,SEA_Hub,Courier_B,picked_up,
l00316,last_mile,2025-07-16,2025-07-16 06:14:00,2025-07-16 21:14:00,1,NYC_Hub,Courier_C,delivered,
l00317,last_mile,2025-07-05,2025-07-05 10:06:00,2025-07-06 22:06:00,1,SEA_Hub,Courier_C,failed,
l00318,last_mile,2025-07-26,2025-07-26 06:14:00,2025-07-27 17:14:00,0,LA_Hub,Courier_A,in_transit,Customer not available
l00319,last_mile,2025-07-19,2025-07-19 11:38:00,2025-07-21 00:38:00,1,NYC_Hub,Courier_A,failed,
l00320,last_mile,2025-07-16,2025-07-16 07:20:00,2025-07-16 16:20:00,1,LA_Hub,Courier_B,failed,
l00321,last_mile,2025-07-01,2025-07-01 11:30:00,2025-07-03 18:30:00,0,NYC_Hub,Courier_A,delivered,
l00322,last_mile,2025-07-11,2025-07-11 11:48:00,2025-07-11 13:48:00,0,DAL_Hub,Courier_C,picked_up,Traffic
l00323,last_mile,2025-07-16,2025-07-16 09:07:00,2025-07-16 15:07:00,1,SEA_Hub,Courier_C,delivered,
l00324,last_mile,2025-08-03,2025-08-03 10:10:00,2025-08-04 05:10:00,1,NYC_Hub,Courier_B,delivered,
l00325,last_mile,2025-08-01,2025-08-01 11:22:00,2025-08-04 09:22:00,0,DAL_Hub,Courier_B,delivered,Traffic
l00326,last_mile,2025-07-01,2025-07-01 12:22:00,2025-07-03 03:22:00,0,SEA_Hub,Courier_C,failed,
l00327,last_mile,2025-07-18,2025-07-18 11:33:00,2025-07-18 14:33:00,1,DAL_Hub,Courier_A,in_transit,
l00328,last_mile,2025-08-01,2025-08-01 06:15:00,2025-08-03 14:15:00,0,LA_Hub,Courier_C,picked_up,Weather
l00329,last_mile,2025-07-25,2025-07-25 11:06:00,2025-07-26 23:06:00,0,SEA_Hub,Courier_A,delivered,Customer not available
l00330,last_mile,2025-07-22,2025-07-22 09:37:00,2025-07-24 15:37:00,0,CHI_Hub,Courier_A,picked_up,Address issue
l00331,last_mile,2025-08-03,2025-08-03 11:21:00,2025-08-04 03:21:00,0,DAL_Hub,Courier_C,delivered,Customer not available
l00332,last_mile,2025-07-08,2025-07-08 06:31:00,2025-07-09 01:31:00,0,LA_Hub,Courier_C,delivered,Address issue
l00333,last_mile,2025-08-05,2025-08-05 11:10:00,2025-08-07 02:10:00,0,CHI_Hub,Courier_A,delivered,
l00334,last_mile,2025-07-30,2025-07-30 06:13:00,2025-07-31 19:13:00,1,NYC_Hub,Courier_B,delivered,
l00335,last_mile,2025-07-28,2025-07-28 08:42:00,2025-07-28 09:42:00,1,CHI_Hub,Courier_A,delivered,
l00336,last_mile,2025-08-02,2025-08-02 11:49:00,2025-08-05 11:49:00,1,NYC_Hub,Courier_C,delivered,
l00337,last_mile,2025-07-13,2025-07-13 09:37:00,2025-07-13 20:37:00,0,LA_Hub,Courier_A,failed,Customer not available
l00338,last_mile,2025-07-16,2025-07-16 12:43:00,2025-07-18 14:43:00,0,DAL_Hub,Courier_A,delivered,Customer not available
l00339,last_mile,2025-07-20,2025-07-20 07:36:00,2025-07-22 15:36:00,0,SEA_Hub,Courier_A,in_transit,Customer not available
l00340,last_mile,2025-07-09,2025-07-09 09:35:00,2025-07-10 11:35:00,0,CHI_Hub,Courier_A,delivered,Address issue
l00341,last_mile,2025-07-30,2025-07-30 10:11:00,2025-08-01 11:11:00,0,NYC_Hub,Courier_A,failed,Customer not available
l00342,last_mile,2025-08-02,2025-08-02 11:45:00,2025-08-04 09:45:00,0,CHI_Hub,Courier_B,failed,Traffic
l00343,last_mile,2025-07-27,2025-07-27 09:01:00,2025-07-30 09:01:00,1,DAL_Hub,Courier_A,in_transit,
l00344,last_mile,2025-07-16,2025-07-16 10:32:00,2025-07-18 10:32:00,1,SEA_Hub,Courier_C,delivered,
l00345,last_mile,2025-07-26,2025-07-26 07:25:00,2025-07-26 08:25:00,0,SEA_Hub,Courier_B,picked_up,
l00346,last_mile,2025-07-04,2025-07-04 08:53:00,2025-07-04 22:53:00,0,SEA_Hub,Courier_A,delivered,Address issue
l00347,last_mile,2025-07-31,2025-07-31 11:21:00,2025-07-31 19:21:00,1,SEA_Hub,Courier_C,picked_up,
l00348,last_mile,2025-08-03,2025-08-03 07:35:00,2025-08-05 23:35:00,1,LA_Hub,Courier_C,in_transit,
l00349,last_mile,2025-07-20,2025-07-20 11:59:00,2025-07-20 12:59:00,0,SEA_Hub,Courier_C,in_transit,
l00350,last_mile,2025-07-05,2025-07-05 06:09:00,2025-07-05 22:09:00,1,LA_Hub,Courier_A,picked_up,
l00351,last_mile,2025-07-02,2025-07-02 12:32:00,2025-07-04 21:32:00,0,NYC_Hub,Courier_A,delivered,Traffic
l00352,last_mile,2025-07-31,2025-07-31 07:52:00,2025-08-01 14:52:00,0,SEA_Hub,Courier_C,failed,Address issue
l00353,last_mile,2025-07-08,2025-07-08 09:09:00,2025-07-08 12:09:00,1,LA_Hub,Courier_C,in_transit,
l00354,last_mile,2025-08-02,2025-08-02 11:44:00,2025-08-05 09:44:00,1,DAL_Hub,Courier_B,delivered,
l00355,last_mile,2025-07-07,2025-07-07 10:31:00,2025-07-09 10:31:00,0,DAL_Hub,Courier_B,picked_up,Traffic
l00356,last_mile,2025-07-27,2025-07-27 12:27:00,2025-07-28 07:27:00,1,CHI_Hub,Courier_B,picked_up,
l00357,last_mile,2025-07-01,2025-07-01 10:19:00,2025-07-01 15:19:00,0,NYC_Hub,Courier_B,in_transit,Traffic
l00358,last_mile,2025-07-30,2025-07-30 08:00:00,2025-07-31 05:00:00,0,SEA_Hub,Courier_C,in_transit,Customer not available
l00359,last_mile,2025-08-03,2025-08-03 09:32:00,2025-08-03 18:32:00,1,LA_Hub,Courier_B,delivered,
l00360,last_mile,2025-07-09,2025-07-09 08:50:00,2025-07-10 23:50:00,0,NYC_Hub,Courier_C,failed,Traffic
l00361,last_mile,2025-07-31,2025-07-31 10:42:00,2025-08-01 10:42:00,0,LA_Hub,Courier_C,delivered,Address issue
l00362,last_mile,2025-07-23,2025-07-23 10:39:00,2025-07-25 14:39:00,1,NYC_Hub,Courier_A,in_transit,
l00363,last_mile,2025-07-07,2025-07-07 11:06:00,2025-07-10 03:06:00,0,CHI_Hub,Courier_A,in_transit,
l00364,last_mile,2025-07-12,2025-07-12 11:57:00,2025-07-14 13:57:00,0,NYC_Hub,Courier_A,delivered,
l00365,last_mile,2025-07-03,2025-07-03 12:47:00,2025-07-03 22:47:00,0,CHI_Hub,Courier_C,picked_up,Weather
l00366,last_mile,2025-07-21,2025-07-21 06:44:00,2025-07-23 16:44:00,0,LA_Hub,Courier_C,in_transit,Weather
l00367,last_mile,2025-07-17,2025-07-17 09:28:00,2025-07-18 22:28:00,1,LA_Hub,Courier_C,in_transit,
l00368,last_mile,2025-08-03,2025-08-03 12:50:00,2025-08-04 13:50:00,1,SEA_Hub,Courier_A,picked_up,
l00369,last_mile,2025-07-03,2025-07-03 12:08:00,2025-07-03 13:08:00,0,DAL_Hub,Courier_C,picked_up,Customer not available
l00370,last_mile,2025-07-12,2025-07-12 11:46:00,2025-07-15 07:46:00,0,LA_Hub,Courier_A,failed,Address issue
l00371,last_mile,2025-07-23,2025-07-23 08:39:00,2025-07-26 08:39:00,1,NYC_Hub,Courier_B,failed,
l00372,last_mile,2025-07-05,2025-07-05 10:05:00,2025-07-06 03:05:00,0,NYC_Hub,Courier_A,failed,Weather
l00373,last_mile,2025-07-04,2025-07-04 10:34:00,2025-07-06 05:34:00,1,LA_Hub,Courier_B,delivered,
l00374,last_mile,2025-07-23,2025-07-23 06:55:00,2025-07-24 03:55:00,0,NYC_Hub,Courier_C,in_transit,Address issue
l00375,last_mile,2025-08-02,2025-08-02 08:25:00,2025-08-02 16:25:00,1,SEA_Hub,Courier_B,delivered,
l00376,last_mile,2025-07-03,2025-07-03 08:26:00,2025-07-04 18:26:00,1,CHI_Hub,Courier_A,in_transit,
l00377,last_mile,2025-08-05,2025-08-05 12:46:00,2025-08-07 07:46:00,1,LA_Hub,Courier_B,picked_up,
l00378,last_mile,2025-07-23,2025-07-23 06:26:00,2025-07-23 17:26:00,0,LA_Hub,Courier_B,picked_up,
l00379,last_mile,2025-07-03,2025-07-03 09:32:00,2025-07-04 14:32:00,0,DAL_Hub,Courier_B,delivered,Weather
l00380,last_mile,2025-07-02,2025-07-02 06:01:00,2025-07-03 08:01:00,0,NYC_Hub,Courier_C,failed,
l00381,last_mile,2025-07-25,2025-07-25 12:24:00,2025-07-26 05:24:00,0,DAL_Hub,Courier_C,in_transit,
l00382,last_mile,2025-07-29,2025-07-29 06:57:00,2025-07-31 06:57:00,0,LA_Hub,Courier_B,failed,
l00383,last_mile,2025-07-16,2025-07-16 07:05:00,2025-07-16 09:05:00,1,DAL_Hub,Courier_C,picked_up,
l00384,last_mile,2025-07-16,2025-07-16 12:03:00,2025-07-16 22:03:00,1,LA_Hub,Courier_B,in_transit,
l00385,last_mile,2025-07-03,2025-07-03 08:22:00,2025-07-04 16:22:00,0,LA_Hub,Courier_C,failed,Traffic
l00386,last_mile,2025-07-08,2025-07-08 11:04:00,2025-07-08 21:04:00,0,SEA_Hub,Courier_A,failed,Customer not available
l00387,last_mile,2025-07-15,2025-07-15 09:45:00,2025-07-17 00:45:00,0,SEA_Hub,Courier_B,in_transit,Address issue
l00388,last_mile,2025-07-18,2025-07-18 08:44:00,2025-07-21 06:44:00,1,NYC_Hub,Courier_B,failed,
l00389,last_mile,2025-07-18,2025-07-18 06:13:00,2025-07-19 00:13:00,1,CHI_Hub,Courier_C,in_transit,
l00390,last_mile,2025-07-24,2025-07-24 11:52:00,2025-07-25 06:52:00,1,LA_Hub,Courier_C,failed,
l00391,last_mile,2025-07-08,2025-07-08 06:31:00,2025-07-08 11:31:00,0,CHI_Hub,Courier_C,failed,Customer not available
l00392,last_mile,2025-07-06,2025-07-06 06:17:00,2025-07-08 08:17:00,0,NYC_Hub,Courier_B,failed,Traffic
l00393,last_mile,2025-07-03,2025-07-03 07:13:00,2025-07-05 08:13:00,1,DAL_Hub,Courier_C,picked_up,
l00394,last_mile,2025-07-03,2025-07-03 10:48:00,2025-07-05 07:48:00,1,SEA_Hub,Courier_B,delivered,
l00395,last_mile,2025-07-02,2025-07-02 08:46:00,2025-07-04 16:46:00,0,NYC_Hub,Courier_A,failed,Customer not available
l00396,last_mile,2025-08-04,2025-08-04 09:27:00,2025-08-07 04:27:00,0,LA_Hub,Courier_B,failed,Weather
l00397,last_mile,2025-07-09,2025-07-09 06:17:00,2025-07-10 18:17:00,1,LA_Hub,Courier_C,delivered,
l00398,last_mile,2025-08-06,2025-08-06 09:02:00,2025-08-07 21:02:00,0,CHI_Hub,Courier_C,delivered,Address issue
l00399,last_mile,2025-07-01,2025-07-01 06:19:00,2025-07-03 00:19:00,0,LA_Hub,Courier_B,failed,
l00400,last_mile,2025-07-29,2025-07-29 06:29:00,2025-07-29 11:29:00,0,DAL_Hub,Courier_C,in_transit,Traffic
l00401,last_mile,2025-07-04,2025-07-04 10:05:00,2025-07-05 22:05:00,0,NYC_Hub,Courier_B,in_transit,Customer not available
l00402,last_mile,2025-07-18,2025-07-18 08:55:00,2025-07-21 00:55:00,1,LA_Hub,Courier_C,in_transit,
l00403,last_mile,2025-07-04,2025-07-04 07:07:00,2025-07-04 12:07:00,1,SEA_Hub,Courier_B,delivered,
l00404,last_mile,2025-08-05,2025-08-05 11:14:00,2025-08-05 19:14:00,0,CHI_Hub,Courier_A,delivered,Address issue
l00405,last_mile,2025-07-03,2025-07-03 10:15:00,2025-07-05 07:15:00,1,NYC_Hub,Courier_C,failed,
l00406,last_mile,2025-08-02,2025-08-02 06:15:00,2025-08-03 09:15:00,0,SEA_Hub,Courier_B,failed,
l00407,last_mile,2025-07-28,2025-07-28 08:09:00,2025-07-28 12:09:00,0,SEA_Hub,Courier_B,delivered,Traffic
l00408,last_mile,2025-07-24,2025-07-24 09:18:00,2025-07-24 13:18:00,1,CHI_Hub,Courier_A,delivered,
l00409,last_mile,2025-07-02,2025-07-02 06:38:00,2025-07-03 10:38:00,0,SEA_Hub,Courier_C,delivered,Weather
l00410,last_mile,2025-07-25,2025-07-25 12:37:00,2025-07-25 17:37:00,1,DAL_Hub,Courier_C,picked_up,
l00411,last_mile,2025-07-15,2025-07-15 10:32:00,2025-07-18 09:32:00,0,SEA_Hub,Courier_C,picked_up,Address issue
l00412,last_mile,2025-07-04,2025-07-04 10:30:00,2025-07-07 06:30:00,0,CHI_Hub,Courier_B,in_transit,Address issue
l00413,last_mile,2025-07-19,2025-07-19 07:21:00,2025-07-20 15:21:00,0,LA_Hub,Courier_B,delivered,
l00414,last_mile,2025-07-16,2025-07-16 09:46:00,2025-07-18 14:46:00,0,NYC_Hub,Courier_B,picked_up,Customer not available
l00415,last_mile,2025-07-31,2025-07-31 10:14:00,2025-08-02 20:14:00,0,LA_Hub,Courier_C,in_transit,Address issue
l00416,last_mile,2025-07-16,2025-07-16 12:58:00,2025-07-18 17:58:00,1,SEA_Hub,Courier_B,delivered,
l00417,last_mile,2025-07-21,2025-07-21 06:05:00,2025-07-23 11:05:00,0,SEA_Hub,Courier_A,failed,Weather
l00418,last_mile,2025-07-12,2025-07-12 09:00:00,2025-07-13 07:00:00,1,DAL_Hub,Courier_B,failed,
l00419,last_mile,2025-07-09,2025-07-09 12:02:00,2025-07-11 20:02:00,1,LA_Hub,Courier_A,in_transit,
l00420,last_mile,2025-07-28,2025-07-28 08:08:00,2025-07-30 12:08:00,1,CHI_Hub,Courier_A,delivered,
l00421,last_mile,2025-07-07,2025-07-07 11:02:00,2025-07-07 21:02:00,0,DAL_Hub,Courier_B,failed,Traffic
l00422,last_mile,2025-07-19,2025-07-19 12:30:00,2025-07-20 06:30:00,1,SEA_Hub,Courier_C,picked_up,
l00423,last_mile,2025-07-01,2025-07-01 10:37:00,2025-07-03 10:37:00,0,DAL_Hub,Courier_B,failed,Weather
l00424,last_mile,2025-08-02,2025-08-02 11:37:00,2025-08-03 23:37:00,1,LA_Hub,Courier_B,failed,
l00425,last_mile,2025-07-04,2025-07-04 10:33:00,2025-07-07 06:33:00,0,CHI_Hub,Courier_B,failed,Customer not available
l00426,last_mile,2025-07-12,2025-07-12 07:02:00,2025-07-13 10:02:00,0,SEA_Hub,Courier_B,delivered,
l00427,last_mile,2025-07-23,2025-07-23 08:10:00,2025-07-24 00:10:00,0,CHI_Hub,Courier_B,failed,Weather
l00428,last_mile,2025-07-11,2025-07-11 08:58:00,2025-07-12 18:58:00,1,LA_Hub,Courier_C,delivered,
l00429,last_mile,2025-07-07,2025-07-07 07:35:00,2025-07-10 01:35:00,1,NYC_Hub,Courier_C,picked_up,
l00430,last_mile,2025-07-01,2025-07-01 09:53:00,2025-07-01 13:53:00,0,LA_Hub,Courier_B,failed,Traffic
